community_cards_flop,community_cards_turn,community_cards_river,winners,uncalled_amount,pot,profits,players_active,player1_card,player1_action,player2_card,player2_action,player3_card,player3_action,player4_card,player4_action,player5_card,player5_action,player6_card,player6_action
"['6h', 'Ad', 'Js']",['Th'],['2d'],[5],0,1300,"[-50.0, -200.0, 0.0, 0.0, 775.0, -525.0]","[0, 0, 0, 0, 1, 1]","['5c', '3h']",['folds'],"['Ks', '2s']","['calls 100', 'checks', 'folds']","['Ac', '7h']",['folds'],"['2h', '3c']",['folds'],"['Kh', 'Kc']","['raises 100 to 200', 'checks', 'calls 325', 'checks', 'checks']","['8s', '8c']","['calls 200', 'bets 325', 'checks', 'checks']"
"['Ts', 'Jc', '2d']",['4d'],['3s'],[6],0,2450,"[-50.0, -1200.0, 0.0, 0.0, 0.0, 1250.0]","[0, 1, 0, 0, 0, 1]","['9d', '2h']",['folds'],"['7s', '8c']","['calls 150', 'checks', 'bets 215', 'bets 735']","['Js', '8h']",['folds'],"['8d', 'Ac']",['folds'],"['2s', '6h']",['folds'],"['Kc', '4c']","['raises 150 to 250', 'checks', 'calls 215', 'calls 735']"
,,,[4],100,250,"[-50.0, -100.0, 0.0, 150.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['5h', '2s']",['folds'],"['9d', '3s']",['folds'],"['6d', 'Jc']",['folds'],"['Jd', 'Ts']",['raises 100 to 200'],"['Kc', '4h']",['folds'],"['Tc', '4c']",['folds']
"['Jc', '5h', 'Qd']",['7d'],,[5],1555,3400,"[-1650.0, -100.0, 0.0, 0.0, 1750.0, 0.0]","[0, 0, 0, 0, 1, 0]","['6c', 'Kc']","['raises 785 to 1000', 'bets 650', 'checks', 'folds']","['Qc', '6s']",['folds'],"['9h', '6h']",['folds'],"['3h', 'Td']",['folds'],"['Qh', 'Ac']","['raises 115 to 215', 'calls 785', 'calls 650', 'bets 1555']","['9s', 'Kd']",['folds']
,,,[5],1350,2400,"[-1150.0, -100.0, 0.0, 0.0, 1250.0, 0.0]","[0, 0, 0, 0, 1, 0]","['As', 'Qc']","['raises 925 to 1150', 'folds']","['Qh', '6s']",['folds'],"['Ks', '2d']",['folds'],"['8c', 'Jc']",['folds'],"['Ah', '5h']","['raises 125 to 225', 'raises 1350 to 2500']","['7s', 'Kd']",['folds']
"['2s', '6d', '6s']",,,[1],200,400,"[200.0, -200.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['Qh', '4h']","['raises 100 to 200', 'bets 200']","['Jh', '7c']","['calls 100', 'folds']","['Kh', '2h']",['folds'],"['9s', '5h']",['folds'],"['7d', 'Ac']",['folds'],"['3s', 'Jd']",['folds']
"['7d', '5h', '3c']",['As'],['Ah'],[1],0,1500,"[750.0, -750.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 0, 0, 0, 0]","['Ac', '8c']","['calls 50', 'checks', 'calls 200', 'checks', 'calls 450', 'checks']","['2h', '6d']","['checks', 'bets 200', 'bets 450', 'checks']","['6c', 'Kh']",['folds'],"['Ad', '4s']",['folds'],"['Th', '2d']",['folds'],"['6h', '3h']",['folds']
"['8d', 'Qh', '4h']",,,[5],500,500,"[-50.0, -225.0, 0.0, 0.0, 275.0, 0.0]","[0, 0, 0, 0, 1, 0]","['9c', '4s']",['folds'],"['Ks', 'Js']","['calls 125', 'checks', 'folds']","['8h', '9d']",['folds'],"['7c', 'As']",['folds'],"['Tc', 'Qd']","['raises 125 to 225', 'bets 500']","['Qc', '6s']",['folds']
,,,[1],200,200,"[100.0, -100.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['Td', 'Ts']",['raises 200 to 300'],"['Qh', '3d']",['folds'],"['5d', 'Ks']",['folds'],"['Js', '9d']",['folds'],"['4d', 'As']",['folds'],"['8c', '2s']",['folds']
"['5c', '7d', 'Qd']",['2s'],['8d'],[1],0,20000,"[10000.0, -10000.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 0, 0, 0, 0]","['Ac', '5d']","['calls 50', 'calls 200', 'checks', 'calls 150', 'checks', 'calls 1600', 'checks', 'calls 7950 and is all-in']","['Jc', '9d']","['raises 200 to 300', 'bets 150', 'bets 1600', 'bets 7950 and is all-in']","['9c', 'Ts']",['folds'],"['6h', '4c']",['folds'],"['Ah', '8c']",['folds'],"['3c', '4s']",['folds']
"['5h', 'Kc', 'Kh']",,,[5],250,500,"[-50.0, -225.0, 0.0, 0.0, 275.0, 0.0]","[0, 0, 0, 0, 1, 0]","['8s', '6h']",['folds'],"['9c', 'Ac']","['calls 125', 'checks', 'folds']","['Th', 'Js']",['folds'],"['3s', 'Ah']",['folds'],"['6c', '6d']","['raises 125 to 225', 'bets 250']","['2s', '7h']",['folds']
,,,[6],122,250,"[-50.0, -100.0, 0.0, 0.0, 0.0, 150.0]","[0, 0, 0, 0, 0, 1]","['Jc', '4s']",['folds'],"['2h', '7d']",['folds'],"['Qs', 'Jd']",['folds'],"['5c', 'Th']",['folds'],"['2d', '9c']",['folds'],"['Kc', '7c']",['raises 122 to 222']
"['Ah', 'Jc', 'Kd']",['6s'],,[1],900,600,"[300.0, -300.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['Qd', '4h']","['calls 50', 'bets 200', 'bets 900']","['Qc', '9s']","['checks', 'calls 200', 'folds']","['4d', '2h']",['folds'],"['6d', 'Tc']",['folds'],"['Jd', '5d']",['folds'],"['2c', 'Kh']",['folds']
,,,[2],800,550,"[-50.0, 300.0, 0.0, 0.0, 0.0, -250.0]","[0, 1, 0, 0, 0, 0]","['2s', '6h']",['folds'],"['Kh', 'Ac']",['raises 800 to 1050'],"['As', '4c']",['folds'],"['Qd', '9h']",['folds'],"['Kc', '9d']",['folds'],"['5s', 'Ks']","['raises 150 to 250', 'folds']"
"['Qs', '5s', 'Ks']",['Td'],['3h'],[4],0,500,"[-200.0, -100.0, 0.0, 300.0, 0.0, 0.0]","[1, 0, 0, 1, 0, 0]","['6d', '6c']","['calls 150', 'checks', 'checks', 'checks']","['8h', 'Qc']",['folds'],"['7c', '8d']",['folds'],"['9h', '9s']","['raises 100 to 200', 'checks', 'checks', 'checks']","['3d', '6h']",['folds'],"['9d', '2s']",['folds']
"['7d', '5h', '8d']",['9d'],['Th'],[2],0,960,"[-50.0, 505.0, 0.0, 0.0, -455.0, 0.0]","[0, 1, 0, 0, 1, 0]","['Ts', '2d']",['folds'],"['9s', '2s']","['calls 115', 'checks', 'bets 240', 'checks']","['Td', 'Qc']",['folds'],"['8c', 'Kd']",['folds'],"['Ks', 'Qd']","['raises 115 to 215', 'checks', 'calls 240', 'checks']","['Jd', '4c']",['folds']
"['Ks', 'Kd', 'Qd']",['Ac'],,[2],2241,2989,"[-50.0, 1632.0, -225.0, 0.0, 0.0, -1357.0]","[0, 1, 0, 0, 0, 0]","['Ts', '9h']",['folds'],"['Qh', 'Ah']","['raises 634 to 859', 'bets 498', 'bets 2241']","['3s', 'As']","['raises 125 to 225', 'folds']","['Jh', '4d']",['folds'],"['Kh', 'Jc']",['folds'],"['9d', '8d']","['calls 225', 'calls 634', 'calls 498', 'folds']"
,,,[4],125,250,"[-50.0, -100.0, 0.0, 150.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['3d', '4c']",['folds'],"['8d', '7h']",['folds'],"['8c', 'Qs']",['folds'],"['Ac', 'Js']",['raises 125 to 225'],"['8s', 'Kd']",['folds'],"['2d', 'Td']",['folds']
,,,[3],125,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['Tc', 'Kc']",['folds'],"['9h', '5s']",['folds'],"['Ad', '7d']",['raises 125 to 225'],"['Kd', '4h']",['folds'],"['Td', '7s']",['folds'],"['5c', 'Ts']",['folds']
,,,[3],110,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['9s', '3c']",['folds'],"['2c', '8h']",['folds'],"['Kc', 'Qs']",['raises 110 to 210'],"['6c', 'Jh']",['folds'],"['7d', 'Js']",['folds'],"['6h', '5c']",['folds']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['4c', 'Qd']",['folds'],"['3s', '3c']",[],"['8s', 'Qh']",['folds'],"['6s', 'Td']",['folds'],"['5s', '7c']",['folds'],"['8d', 'Jh']",['folds']
"['9d', 'Ac', '4d']",,,[6],250,500,"[-50.0, -225.0, 0.0, 0.0, 0.0, 275.0]","[0, 0, 0, 0, 0, 1]","['Ks', '5h']",['folds'],"['Qs', '7s']","['calls 125', 'checks', 'folds']","['5d', '9h']",['folds'],"['4h', '6s']",['folds'],"['Js', '7h']",['folds'],"['4c', '8c']","['raises 125 to 225', 'bets 250']"
,,,[1],900,600,"[350.0, -100.0, 0.0, 0.0, 0.0, -250.0]","[1, 0, 0, 0, 0, 0]","['Ac', 'Qd']",['raises 900 to 1150'],"['Ad', '2d']",['folds'],"['Jc', '3s']",['folds'],"['6c', '4s']",['folds'],"['6h', 'Jh']",['folds'],"['Qs', '9c']","['raises 150 to 250', 'folds']"
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['3d', 'Js']",['folds'],"['4s', 'Jd']",[],"['Kh', '8c']",['folds'],"['4c', '7c']",['folds'],"['2d', '4h']",['folds'],"['3s', 'Qc']",['folds']
"['Ts', 'As', 'Js']",['Qs'],['Td'],[2],1162,1550,"[-50.0, 800.0, 0.0, 0.0, -750.0, 0.0]","[0, 1, 0, 0, 0, 0]","['6c', '3s']",['folds'],"['2c', 'Ks']","['calls 100', 'checks', 'calls 225', 'bets 325', 'bets 1162']","['5c', 'Qh']",['folds'],"['Kh', '3d']",['folds'],"['Kd', '9d']","['raises 100 to 200', 'bets 225', 'calls 325', 'folds']","['8h', '6h']",['folds']
"['Jh', '5h', '7d']",['8h'],['Tc'],[2],150,250,"[-50.0, 150.0, -100.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['Th', '2h']",['folds'],"['4c', 'Jd']","['checks', 'checks', 'checks', 'bets 150']","['5c', 'Kc']","['calls 100', 'checks', 'checks', 'folds']","['2d', 'Ks']",['folds'],"['8s', '3s']",['folds'],"['Qd', '4h']",['folds']
"['Js', 'Qc', '6d']",['5h'],,[2],2850,3375,"[-1425.0, 1950.0, 0.0, 0.0, 0.0, -525.0]","[0, 1, 0, 0, 0, 0]","['Ts', 'Kc']","['calls 175', 'checks', 'calls 300', 'calls 900', 'checks', 'folds']","['Td', 'Qd']","['calls 125', 'checks', 'raises 900 to 1200', 'bets 2850']","['7h', '8c']",['folds'],"['6s', '4c']",['folds'],"['Th', '4s']",['folds'],"['Ks', '9d']","['raises 125 to 225', 'bets 300', 'folds']"
,,,[3],125,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['5s', '7d']",['folds'],"['Qh', '3c']",['folds'],"['Qs', 'Ad']",['raises 125 to 225'],"['9s', 'Jc']",['folds'],"['2s', 'Js']",['folds'],"['5d', '7h']",['folds']
,,,[4],125,250,"[-50.0, -100.0, 0.0, 150.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['5h', 'Ks']",['folds'],"['3s', '8h']",['folds'],"['5d', '4h']",['folds'],"['Kc', 'Qh']",['raises 125 to 225'],"['Kh', '9d']",['folds'],"['2s', 'Kd']",['folds']
,,,[1],725,550,"[325.0, -100.0, 0.0, 0.0, 0.0, -225.0]","[1, 0, 0, 0, 0, 0]","['2d', '2c']",['raises 725 to 950'],"['9h', 'Tc']",['folds'],"['7s', 'Ah']",['folds'],"['3h', '5d']",['folds'],"['2h', '3s']",['folds'],"['9s', 'Ad']","['raises 125 to 225', 'folds']"
"['Tc', '8c', '9s']",['Qd'],['5s'],"[3, 6]",0,20260,"[-50.0, -210.0, 130.0, 0.0, 0.0, 130.0]","[0, 0, 1, 0, 0, 1]","['8d', '3d']",['folds'],"['As', '4d']","['calls 110', 'checks', 'folds']","['Ah', 'Jd']","['raises 110 to 210', 'checks', 'calls 420', 'checks', 'raises 8840 to 9370 and is all-in']","['3h', '2c']",['folds'],"['8h', '7s']",['folds'],"['Jh', '9h']","['calls 210', 'bets 420', 'bets 530', 'calls 8840 and is all-in']"
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['9c', '6d']",['folds'],"['3c', '8c']",[],"['4s', 'Ts']",['folds'],"['2d', '9h']",['folds'],"['Ad', '7c']",['folds'],"['6c', 'Qs']",['folds']
"['Ts', '4h', 'As']",,,[5],250,500,"[-50.0, -225.0, 0.0, 0.0, 275.0, 0.0]","[0, 0, 0, 0, 1, 0]","['Js', 'Td']",['folds'],"['Qd', '9h']","['calls 125', 'checks', 'folds']","['2s', 'Kh']",['folds'],"['2c', '8c']",['folds'],"['6h', '7h']","['raises 125 to 225', 'bets 250']","['Kc', '5c']",['folds']
,,,[6],150,250,"[-50.0, -100.0, 0.0, 0.0, 0.0, 150.0]","[0, 0, 0, 0, 0, 1]","['8d', '3c']",['folds'],"['6c', 'Jh']",['folds'],"['Td', '9s']",['folds'],"['3s', 'Tc']",['folds'],"['Qc', '6h']",['folds'],"['7h', 'Kh']",['raises 150 to 250']
"['8h', '7h', 'Th']",['Kh'],['2s'],[4],0,1550,"[-50.0, -100.0, 0.0, 850.0, 0.0, -700.0]","[0, 0, 0, 1, 0, 1]","['9h', 'Ts']",['folds'],"['4d', '4h']",['folds'],"['6c', '8c']",['folds'],"['9c', 'Jc']","['raises 125 to 225', 'calls 475', 'checks', 'checks', 'checks']","['Qs', '8s']",['folds'],"['Td', 'Jd']","['raises 475 to 700', 'checks', 'checks', 'checks']"
"['7d', 'Jh', '2s']",['3h'],['6d'],[5],360,720,"[-50.0, -335.0, 0.0, 0.0, 385.0, 0.0]","[0, 0, 0, 0, 1, 0]","['Kd', '8h']",['folds'],"['9d', 'Ac']","['calls 100', 'checks', 'calls 135', 'checks', 'checks', 'folds']","['4c', 'Qd']",['folds'],"['3c', '3d']",['folds'],"['Tc', 'Td']","['raises 100 to 200', 'bets 135', 'checks', 'bets 360']","['7h', '5h']",['folds']
"['7c', '8c', '4h']",['7s'],['Jd'],[2],0,2520,"[-50.0, 1285.0, 0.0, -1235.0, 0.0, 0.0]","[0, 1, 0, 1, 0, 0]","['9d', 'Jc']",['folds'],"['3h', '8h']","['calls 100', 'checks', 'calls 405', 'checks', 'checks', 'calls 630']","['Ts', 'Qh']",['folds'],"['Ks', '6s']","['raises 100 to 200', 'bets 405', 'checks', 'bets 630']","['9h', 'Qc']",['folds'],"['2h', '6h']",['folds']
,,,[2],850,450,"[-50.0, 250.0, 0.0, -200.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['4h', 'Tc']",['folds'],"['Ac', '9c']",['raises 850 to 1050'],"['6h', '9d']",['folds'],"['Kh', '8h']","['raises 100 to 200', 'folds']","['7d', '9s']",['folds'],"['3h', '2h']",['folds']
,,,[6],125,250,"[-50.0, -100.0, 0.0, 0.0, 0.0, 150.0]","[0, 0, 0, 0, 0, 1]","['4h', '5c']",['folds'],"['8d', '2s']",['folds'],"['9c', '2h']",['folds'],"['4d', '9s']",['folds'],"['8s', 'Kh']",['folds'],"['As', '7d']",['raises 125 to 225']
"['6s', '7h', 'Ad']",['Jd'],,[1],1050,730,"[365.0, -365.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['Jc', '7c']","['raises 135 to 235', 'bets 130', 'bets 1050']","['8c', 'Kh']","['calls 135', 'calls 130', 'folds']","['Th', '9d']",['folds'],"['Ts', '9c']",['folds'],"['8h', '3s']",['folds'],"['9h', '4s']",['folds']
,,,[3],125,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['3c', '2c']",['folds'],"['7s', '6d']",['folds'],"['9c', '9s']",['raises 125 to 225'],"['4h', 'Ac']",['folds'],"['Tc', '7d']",['folds'],"['Jc', '7c']",['folds']
,,,[4],110,250,"[-50.0, -100.0, 0.0, 150.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['Jh', '4s']",['folds'],"['6s', '2h']",['folds'],"['9h', '4d']",['folds'],"['Qc', '8c']",['raises 110 to 210'],"['Jd', '3d']",['folds'],"['5d', 'Kh']",['folds']
"['Kd', '6d', '7h']",['Js'],['Qs'],[2],6095,7810,"[-3905.0, 3905.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['As', 'Ac']","['raises 150 to 250', 'bets 375', 'calls 937', 'checks', 'calls 2343', 'checks', 'folds']","['Kh', '7c']","['calls 150', 'raises 937 to 1312', 'bets 2343', 'bets 6095 and is all-in']","['Kc', '9s']",['folds'],"['4h', 'Qc']",['folds'],"['Qh', '2s']",['folds'],"['3d', '6h']",['folds']
,,,[5],475,600,"[-50.0, -100.0, 0.0, -225.0, 375.0, 0.0]","[0, 0, 0, 0, 1, 0]","['9c', '9s']",['folds'],"['Qs', 'As']",['folds'],"['4c', '9h']",['folds'],"['Ks', 'Jd']","['raises 125 to 225', 'folds']","['Js', 'Ah']",['raises 475 to 700'],"['7c', '3h']",['folds']
"['6h', '8s', 'Qc']",['5d'],['7s'],[2],0,1250,"[-50.0, 650.0, 0.0, 0.0, -600.0, 0.0]","[0, 1, 0, 0, 1, 0]","['7c', '3s']",['folds'],"['Ah', '7h']","['calls 125', 'checks', 'checks', 'checks', 'calls 375']","['Jd', '4c']",['folds'],"['8c', 'Qs']",['folds'],"['Js', 'Kh']","['raises 125 to 225', 'checks', 'checks', 'bets 375']","['8h', '9s']",['folds']
,,,[3],125,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['4c', '3h']",['folds'],"['Ad', '4s']",['folds'],"['Ks', 'Js']",['raises 125 to 225'],"['Td', '2s']",['folds'],"['Qs', '8s']",['folds'],"['4h', '7h']",['folds']
"['3c', 'Ac', '3s']",['2d'],,[3],500,1000,"[-50.0, -475.0, 525.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['3d', '9d']",['folds'],"['9s', 'Ks']","['calls 125', 'checks', 'calls 250', 'checks', 'folds']","['Ad', 'Jc']","['raises 125 to 225', 'bets 250', 'bets 500']","['2s', '6h']",['folds'],"['2c', 'Qh']",['folds'],"['Th', 'Qd']",['folds']
"['7s', '5h', '4c']",['2h'],,[2],2643,3524,"[-50.0, 1787.0, 0.0, -1737.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['Ts', '5c']",['folds'],"['Jc', 'Jh']","['raises 470 to 680', 'bets 1057', 'bets 2643']","['8h', '4s']",['folds'],"['8d', '9d']","['raises 110 to 210', 'calls 470', 'calls 1057', 'folds']","['3s', 'Qh']",['folds'],"['2d', '3c']",['folds']
"['Ad', 'Qs', '5h']",['8d'],['Js'],[6],0,4000,"[-50.0, -1975.0, 0.0, 0.0, 0.0, 2025.0]","[0, 1, 0, 0, 0, 1]","['9d', '8s']",['folds'],"['Kh', '5c']","['calls 150', 'checks', 'checks', 'checks', 'raises 1375 to 1725']","['3d', 'Qh']",['folds'],"['6c', 'Ts']",['folds'],"['7c', '3s']",['folds'],"['Ah', '2c']","['raises 150 to 250', 'checks', 'checks', 'bets 350', 'calls 1375']"
"['7s', '6c', '4c']",['3c'],['Qd'],[1],0,1500,"[850.0, -200.0, 0.0, -650.0, 0.0, 0.0]","[1, 0, 0, 1, 0, 0]","['3d', '3s']","['calls 150', 'checks', 'checks', 'bets 450']","['Jh', '9c']","['calls 100', 'checks', 'checks', 'folds']","['Ks', '6h']",['folds'],"['Qs', 'Ts']","['raises 100 to 200', 'checks', 'checks', 'calls 450']","['6d', 'Ad']",['folds'],"['Js', '9h']",['folds']
"['8c', 'Kd', '7d']",,,[1],100,200,"[100.0, -100.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['Kh', '5h']","['calls 50', 'bets 100']","['Tc', '2h']","['checks', 'folds']","['9d', '2s']",['folds'],"['4h', '2c']",['folds'],"['3c', '7s']",['folds'],"['Ts', '8h']",['folds']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['Jh', '4d']",['folds'],"['Jd', 'Ks']",[],"['Kc', '6c']",['folds'],"['Kh', 'Ts']",['folds'],"['Qc', '4h']",['folds'],"['Jc', '7h']",['folds']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['5c', '2h']",['folds'],"['9h', '9c']",[],"['7d', 'Th']",['folds'],"['2d', 'Js']",['folds'],"['9s', 'Kc']",['folds'],"['4s', 'Jd']",['folds']
,,,[3],125,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['4s', '6c']",['folds'],"['2c', 'Qd']",['folds'],"['Qs', 'Ad']",['raises 125 to 225'],"['4h', 'Jc']",['folds'],"['5c', 'Kd']",['folds'],"['Th', '5d']",['folds']
,,,[6],150,250,"[-50.0, -100.0, 0.0, 0.0, 0.0, 150.0]","[0, 0, 0, 0, 0, 1]","['3d', '3h']",['folds'],"['Kc', '2d']",['folds'],"['2h', '7d']",['folds'],"['4d', '3c']",['folds'],"['9d', '7h']",['folds'],"['Qc', 'Ac']",['raises 150 to 250']
"['Ks', 'Kc', '5d']",,,[4],1987,3975,"[-50.0, -100.0, 0.0, 2450.0, -775.0, -1525.0]","[0, 0, 0, 1, 0, 0]","['5c', '2c']",['folds'],"['Ac', '3s']",['folds'],"['Js', '8h']",['folds'],"['5h', '5s']","['raises 150 to 250', 'calls 525', 'checks', 'raises 1987 to 2737']","['As', '9s']","['raises 525 to 775', 'checks', 'folds']","['Jh', 'Jc']","['calls 775', 'bets 750', 'folds']"
"['6c', '3d', 'As']",['9h'],['7h'],[6],0,2300,"[-50.0, -1125.0, 0.0, 0.0, 0.0, 1175.0]","[0, 1, 0, 0, 0, 1]","['Qd', '9s']",['folds'],"['5d', '7s']","['calls 125', 'checks', 'bets 900', 'checks']","['Qc', '6d']",['folds'],"['Tc', '2h']",['folds'],"['3h', 'Ad']",['folds'],"['9c', 'Kd']","['raises 125 to 225', 'checks', 'calls 900', 'checks']"
"['Jh', '7d', 'Tc']",['Ad'],['Ac'],[1],0,20000,"[10000.0, -10000.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 0, 0, 0, 0]","['Ah', 'Ks']","['raises 135 to 235', 'checks', 'bets 280', 'bets 800', 'raises 3425 to 9485 and is all-in']","['4s', 'As']","['calls 135', 'checks', 'calls 280', 'raises 5260 to 6060', 'calls 3425 and is all-in']","['2c', 'Ts']",['folds'],"['Jd', '3d']",['folds'],"['9h', '7s']",['folds'],"['8s', 'Th']",['folds']
"['7d', '8s', 'Tc']",['9h'],['8h'],[1],0,550,"[325.0, -100.0, -225.0, 0.0, 0.0, 0.0]","[1, 0, 1, 0, 0, 0]","['9c', '9d']","['calls 175', 'checks', 'checks', 'checks']","['Th', '6d']",['folds'],"['Kc', 'Ac']","['raises 125 to 225', 'checks', 'checks', 'checks']","['6h', '3s']",['folds'],"['2h', '6c']",['folds'],"['7c', 'Qc']",['folds']
"['5h', '7h', '3s']",['5c'],['2h'],[1],300,200,"[100.0, -100.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['Ad', '4s']","['calls 50', 'checks', 'checks', 'bets 300']","['Qs', '6d']","['checks', 'checks', 'checks', 'folds']","['4d', 'Kd']",['folds'],"['5s', 'Jh']",['folds'],"['9d', '4h']",['folds'],"['8c', '2s']",['folds']
"['6d', 'Jd', '5c']",['Kh'],,[2],2275,2750,"[-50.0, 1400.0, 0.0, 0.0, 0.0, -1350.0]","[0, 1, 0, 0, 0, 0]","['9h', '4h']",['folds'],"['Jh', '5h']","['calls 150', 'checks', 'raises 825 to 1100', 'bets 2275']","['Ah', '6c']",['folds'],"['8c', 'Qs']",['folds'],"['8h', '4c']",['folds'],"['9s', 'Jc']","['raises 150 to 250', 'bets 275', 'calls 825', 'folds']"
,,,[5],125,250,"[-50.0, -100.0, 0.0, 0.0, 150.0, 0.0]","[0, 0, 0, 0, 1, 0]","['9c', '6d']",['folds'],"['6c', '3d']",['folds'],"['3h', '5h']",['folds'],"['Jd', '8c']",['folds'],"['Kc', 'Qh']",['raises 125 to 225'],"['6h', 'Tc']",['folds']
,,,[4],125,250,"[-50.0, -100.0, 0.0, 150.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['3d', '4d']",['folds'],"['Qc', '2h']",['folds'],"['2d', '6s']",['folds'],"['Ts', 'Kd']",['raises 125 to 225'],"['3c', '5s']",['folds'],"['Ah', '5c']",['folds']
"['6h', 'Ac', '4h']",['Kc'],,[5],3000,2000,"[-50.0, -975.0, 0.0, 0.0, 1025.0, 0.0]","[0, 0, 0, 0, 1, 0]","['Qc', '2s']",['folds'],"['4d', '5s']","['calls 125', 'checks', 'raises 500 to 750', 'checks', 'folds']","['7h', 'Js']",['folds'],"['7c', 'Th']",['folds'],"['Kh', 'Ks']","['raises 125 to 225', 'bets 250', 'calls 500', 'bets 3000']","['4c', '5d']",['folds']
"['Kd', 'Qh', '5d']",['9d'],,[2],350,550,"[-275.0, 275.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['As', '8c']","['raises 175 to 275', 'checks', 'checks', 'folds']","['2s', 'Ks']","['calls 175', 'checks', 'bets 350']","['Ad', 'Ts']",['folds'],"['Qs', '6c']",['folds'],"['7c', '2c']",['folds'],"['4h', 'Jd']",['folds']
"['2s', 'As', '5h']",['Ad'],['8h'],[1],0,1600,"[800.0, -800.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 0, 0, 0, 0]","['8s', 'Qc']","['calls 50', 'bets 100', 'bets 200', 'bets 400']","['7s', '5d']","['checks', 'calls 100', 'calls 200', 'calls 400']","['6s', 'Qd']",['folds'],"['Kh', '9d']",['folds'],"['Ah', '3d']",['folds'],"['3h', 'Tc']",['folds']
,,,[3],110,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['2s', '6h']",['folds'],"['7h', 'Qd']",['folds'],"['8h', '8c']",['raises 110 to 210'],"['Ac', '2d']",['folds'],"['5s', '9c']",['folds'],"['Td', 'Qs']",['folds']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['3h', '4d']",['folds'],"['Ac', 'Qs']",[],"['7d', 'Th']",['folds'],"['9s', '8h']",['folds'],"['8s', '2d']",['folds'],"['3s', '7s']",['folds']
,,,[3],150,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['Qs', 'Jc']",['folds'],"['8s', 'Jd']",['folds'],"['Js', 'Ks']",['raises 150 to 250'],"['Td', '6h']",['folds'],"['Qc', 'Jh']",['folds'],"['8d', '7c']",['folds']
,,,[1],850,600,"[350.0, -100.0, 0.0, 0.0, 0.0, -250.0]","[1, 0, 0, 0, 0, 0]","['Qd', 'Qs']",['raises 850 to 1100'],"['7d', '8c']",['folds'],"['4d', 'Kd']",['folds'],"['Ks', '5s']",['folds'],"['4s', 'Td']",['folds'],"['9h', 'Ac']","['raises 150 to 250', 'folds']"
